ID;Voting;Voted;Year;Jury.or.Televoting;Points.given;Jury.points.this.year;Tele.points.this.year;All.points.this.year;All.points.from.voting.to.voted;All.points.from.voting.when.voted.in.final;All.points.to.voted.when.voting.takes.part;Mean.countries.taking.part;Contests.when.voted.in.finals.and.voting.takes.part
5230;Bulgaria;Spain;2005;J;0;28;0;28;13;986;539;41;13
5231;Bulgaria;Spain;2009;J;0;23;0;23;13;986;539;41;13
5232;Bulgaria;Spain;2011;J;0;50;0;50;13;986;539;41;13
5233;Bulgaria;Spain;2021;J;4;6;0;6;13;986;539;41;13
5234;Bulgaria;Spain;2021;T;0;6;0;6;13;986;539;41;13
5235;Bulgaria;Spain;2013;J;0;8;0;8;13;986;539;41;13
5236;Bulgaria;Spain;2010;J;2;68;0;68;13;986;539;41;13
5237;Bulgaria;Spain;2017;J;0;0;5;5;13;986;539;41;13
5238;Bulgaria;Sweden;2011;J;0;185;0;185;20;928;1938;41,1666666666667;12
5239;Bulgaria;Sweden;2013;J;4;62;0;62;20;928;1938;41,1666666666667;12
5240;Bulgaria;Sweden;2018;T;0;253;21;274;20;928;1938;41,1666666666667;12
5241;Bulgaria;Sweden;2021;T;1;46;63;109;20;928;1938;41,1666666666667;12
5242;Bulgaria;Sweden;2009;J;0;33;0;33;20;928;1938;41,1666666666667;12
5243;Bulgaria;Sweden;2007;J;0;51;0;51;20;928;1938;41,1666666666667;12
5244;Bulgaria;Sweden;2016;J;0;122;139;261;20;928;1938;41,1666666666667;12
5245;Bulgaria;Sweden;2021;J;0;46;63;109;20;928;1938;41,1666666666667;12
5246;Bulgaria;Sweden;2006;J;0;170;0;170;20;928;1938;41,1666666666667;12
5247;Bulgaria;Sweden;2017;T;2;218;126;344;20;928;1938;41,1666666666667;12
5248;Bulgaria;Sweden;2018;J;2;253;21;274;20;928;1938;41,1666666666667;12
5249;Bulgaria;Sweden;2008;J;0;47;0;47;20;928;1938;41,1666666666667;12
5250;Bulgaria;Sweden;2012;J;8;372;0;372;20;928;1938;41,1666666666667;12
5251;Bulgaria;Sweden;2017;J;0;218;126;344;20;928;1938;41,1666666666667;12
5252;Bulgaria;Sweden;2005;J;0;30;0;30;20;928;1938;41,1666666666667;12
5253;Bulgaria;Sweden;2016;T;3;122;139;261;20;928;1938;41,1666666666667;12
5254;Bulgaria;Switzerland;2021;T;3;267;165;432;3;290;609;39,75;4
5255;Bulgaria;Switzerland;2011;J;0;19;0;19;3;290;609;39,75;4
5256;Bulgaria;Switzerland;2005;J;0;128;0;128;3;290;609;39,75;4
5257;Bulgaria;Switzerland;2006;J;0;30;0;30;3;290;609;39,75;4
5258;Bulgaria;Switzerland;2021;J;0;267;165;432;3;290;609;39,75;4
5259;Bulgaria;The Netherlands;2018;T;0;89;32;121;14;522;549;41;5
5260;Bulgaria;The Netherlands;2013;J;0;114;0;114;14;522;549;41;5
5261;Bulgaria;The Netherlands;2016;T;0;114;39;153;14;522;549;41;5
5262;Bulgaria;The Netherlands;2021;T;0;11;0;11;14;522;549;41;5
5263;Bulgaria;The Netherlands;2018;J;0;89;32;121;14;522;549;41;5
5264;Bulgaria;The Netherlands;2021;J;2;11;0;11;14;522;549;41;5
5265;Bulgaria;The Netherlands;2016;J;2;114;39;153;14;522;549;41;5
5266;Bulgaria;The Netherlands;2017;T;0;135;15;150;14;522;549;41;5
5267;Bulgaria;The Netherlands;2017;J;10;135;15;150;14;522;549;41;5
5268;Bulgaria;Turkey;2009;J;10;177;0;177;46;406;943;40,7142857142857;7
5269;Bulgaria;Turkey;2005;J;3;92;0;92;46;406;943;40,7142857142857;7
5270;Bulgaria;Turkey;2006;J;4;91;0;91;46;406;943;40,7142857142857;7
5271;Bulgaria;Turkey;2010;J;10;170;0;170;46;406;943;40,7142857142857;7
5272;Bulgaria;Turkey;2012;J;7;112;0;112;46;406;943;40,7142857142857;7
5273;Bulgaria;Turkey;2007;J;7;163;0;163;46;406;943;40,7142857142857;7
5274;Bulgaria;Turkey;2008;J;5;138;0;138;46;406;943;40,7142857142857;7
5275;Bulgaria;Ukraine;2018;T;1;11;119;130;56;986;2326;41;13
5276;Bulgaria;Ukraine;2005;J;0;30;0;30;56;986;2326;41;13
5277;Bulgaria;Ukraine;2011;J;8;159;0;159;56;986;2326;41;13
5278;Bulgaria;Ukraine;2006;J;3;145;0;145;56;986;2326;41;13
5279;Bulgaria;Ukraine;2008;J;7;230;0;230;56;986;2326;41;13
5280;Bulgaria;Ukraine;2018;J;0;11;119;130;56;986;2326;41;13
5281;Bulgaria;Ukraine;2010;J;7;108;0;108;56;986;2326;41;13
5282;Bulgaria;Ukraine;2013;J;10;214;0;214;56;986;2326;41;13
5283;Bulgaria;Ukraine;2021;T;6;97;267;364;56;986;2326;41;13
5284;Bulgaria;Ukraine;2017;T;0;12;24;36;56;986;2326;41;13
5285;Bulgaria;Ukraine;2012;J;0;65;0;65;56;986;2326;41;13
5286;Bulgaria;Ukraine;2016;J;0;211;323;534;56;986;2326;41;13
5287;Bulgaria;Ukraine;2009;J;0;76;0;76;56;986;2326;41;13
5288;Bulgaria;Ukraine;2007;J;3;235;0;235;56;986;2326;41;13
5289;Bulgaria;Ukraine;2016;T;10;211;323;534;56;986;2326;41;13
5290;Bulgaria;Ukraine;2017;J;1;12;24;36;56;986;2326;41;13
5291;Bulgaria;Ukraine;2021;J;0;97;267;364;56;986;2326;41;13
5292;Bulgaria;United Kingdom;2009;J;7;173;0;173;19;986;615;41;13
5293;Bulgaria;United Kingdom;2016;T;0;54;8;62;19;986;615;41;13
5294;Bulgaria;United Kingdom;2006;J;0;25;0;25;19;986;615;41;13
5295;Bulgaria;United Kingdom;2017;T;0;99;12;111;19;986;615;41;13
5296;Bulgaria;United Kingdom;2012;J;0;12;0;12;19;986;615;41;13
5297;Bulgaria;United Kingdom;2018;J;0;23;25;48;19;986;615;41;13
5298;Bulgaria;United Kingdom;2007;J;0;19;0;19;19;986;615;41;13
5299;Bulgaria;United Kingdom;2018;T;0;23;25;48;19;986;615;41;13
5300;Bulgaria;United Kingdom;2021;T;0;0;0;0;19;986;615;41;13
5301;Bulgaria;United Kingdom;2008;J;0;14;0;14;19;986;615;41;13
5302;Bulgaria;United Kingdom;2017;J;0;99;12;111;19;986;615;41;13
5303;Bulgaria;United Kingdom;2021;J;0;0;0;0;19;986;615;41;13
5304;Bulgaria;United Kingdom;2011;J;12;100;0;100;19;986;615;41;13
5305;Bulgaria;United Kingdom;2005;J;0;18;0;18;19;986;615;41;13
5306;Bulgaria;United Kingdom;2010;J;0;10;0;10;19;986;615;41;13
5307;Bulgaria;United Kingdom;2013;J;0;23;0;23;19;986;615;41;13
5308;Bulgaria;United Kingdom;2016;J;0;54;8;62;19;986;615;41;13
5309;Croatia;Albania;2018;T;4;126;58;184;38;696;801;40,4444444444444;9
5310;Croatia;Albania;2021;T;1;22;35;57;38;696;801;40,4444444444444;9
5311;Croatia;Albania;2009;J;5;48;0;48;38;696;801;40,4444444444444;9
5312;Croatia;Albania;2018;J;1;126;58;184;38;696;801;40,4444444444444;9
5313;Croatia;Albania;2004;J;6;106;0;106;38;696;801;40,4444444444444;9
5314;Croatia;Albania;2021;J;0;22;35;57;38;696;801;40,4444444444444;9
5315;Croatia;Albania;2008;J;8;55;0;55;38;696;801;40,4444444444444;9
5316;Croatia;Albania;2012;J;5;146;0;146;38;696;801;40,4444444444444;9
5317;Croatia;Albania;2010;J;5;62;0;62;38;696;801;40,4444444444444;9
5318;Croatia;Albania;2019;T;1;43;47;90;38;696;801;40,4444444444444;9
5319;Croatia;Albania;2005;J;2;53;0;53;38;696;801;40,4444444444444;9
5320;Croatia;Albania;2019;J;0;43;47;90;38;696;801;40,4444444444444;9
5321;Croatia;Armenia;2010;J;0;141;0;141;4;580;1068;40,875;8
5322;Croatia;Armenia;2017;J;0;58;21;79;4;580;1068;40,875;8
5323;Croatia;Armenia;2017;T;0;58;21;79;4;580;1068;40,875;8
5324;Croatia;Armenia;2016;T;0;115;134;249;4;580;1068;40,875;8
5325;Croatia;Armenia;2007;J;0;138;0;138;4;580;1068;40,875;8
5326;Croatia;Armenia;2006;J;0;129;0;129;4;580;1068;40,875;8
5327;Croatia;Armenia;2008;J;0;199;0;199;4;580;1068;40,875;8
5328;Croatia;Armenia;2009;J;0;92;0;92;4;580;1068;40,875;8
5329;Croatia;Armenia;2013;J;0;41;0;41;4;580;1068;40,875;8
5330;Croatia;Armenia;2016;J;4;115;134;249;4;580;1068;40,875;8
5331;Croatia;Australia;2016;T;5;320;191;511;23;464;1067;42;4
5332;Croatia;Australia;2019;T;0;153;131;284;23;464;1067;42;4
5333;Croatia;Australia;2019;J;0;153;131;284;23;464;1067;42;4
5334;Croatia;Australia;2018;J;0;90;9;99;23;464;1067;42;4
5335;Croatia;Australia;2016;J;12;320;191;511;23;464;1067;42;4
5336;Croatia;Australia;2017;T;0;171;2;173;23;464;1067;42;4
5337;Croatia;Australia;2017;J;6;171;2;173;23;464;1067;42;4
5338;Croatia;Australia;2018;T;0;90;9;99;23;464;1067;42;4
5339;Croatia;Austria;1999;J;0;65;0;65;17;986;1083;30,2857142857143;14
5340;Croatia;Austria;2004;J;0;9;0;9;17;986;1083;30,2857142857143;14
5341;Croatia;Austria;1995;J;0;67;0;67;17;986;1083;30,2857142857143;14
5342;Croatia;Austria;2016;J;0;31;120;151;17;986;1083;30,2857142857143;14
5343;Croatia;Austria;1994;J;2;19;0;19;17;986;1083;30,2857142857143;14
5344;Croatia;Austria;2002;J;0;26;0;26;17;986;1083;30,2857142857143;14
5345;Croatia;Austria;1993;J;0;32;0;32;17;986;1083;30,2857142857143;14
5346;Croatia;Austria;2003;J;5;101;0;101;17;986;1083;30,2857142857143;14
5347;Croatia;Austria;2017;T;0;93;0;93;17;986;1083;30,2857142857143;14
5348;Croatia;Austria;2000;J;0;34;0;34;17;986;1083;30,2857142857143;14
5349;Croatia;Austria;2017;J;1;93;0;93;17;986;1083;30,2857142857143;14
5350;Croatia;Austria;2018;J;0;271;71;342;17;986;1083;30,2857142857143;14
5351;Croatia;Austria;2011;J;3;64;0;64;17;986;1083;30,2857142857143;14
5352;Croatia;Austria;2018;T;0;271;71;342;17;986;1083;30,2857142857143;14
5353;Croatia;Austria;1996;J;0;68;0;68;17;986;1083;30,2857142857143;14
5354;Croatia;Austria;2016;T;6;31;120;151;17;986;1083;30,2857142857143;14
5355;Croatia;Austria;1997;J;0;12;0;12;17;986;1083;30,2857142857143;14
5356;Croatia;Azerbaijan;2012;J;0;150;0;150;29;812;1693;41,2;10
5357;Croatia;Azerbaijan;2010;J;0;145;0;145;29;812;1693;41,2;10
5358;Croatia;Azerbaijan;2017;T;0;78;42;120;29;812;1693;41,2;10
5359;Croatia;Azerbaijan;2008;J;0;132;0;132;29;812;1693;41,2;10
5360;Croatia;Azerbaijan;2009;J;10;207;0;207;29;812;1693;41,2;10
5361;Croatia;Azerbaijan;2019;J;0;202;100;302;29;812;1693;41,2;10
5362;Croatia;Azerbaijan;2021;J;0;32;33;65;29;812;1693;41,2;10
5363;Croatia;Azerbaijan;2011;J;10;221;0;221;29;812;1693;41,2;10
5364;Croatia;Azerbaijan;2017;J;0;78;42;120;29;812;1693;41,2;10
5365;Croatia;Azerbaijan;2021;T;2;32;33;65;29;812;1693;41,2;10
5366;Croatia;Azerbaijan;2013;J;7;234;0;234;29;812;1693;41,2;10
5367;Croatia;Azerbaijan;2016;T;0;44;73;117;29;812;1693;41,2;10
5368;Croatia;Azerbaijan;2016;J;0;44;73;117;29;812;1693;41,2;10
5369;Croatia;Azerbaijan;2019;T;0;202;100;302;29;812;1693;41,2;10
5370;Croatia;Belarus;2013;J;0;48;0;48;5;406;325;40,6;5
5371;Croatia;Belarus;2010;J;0;18;0;18;5;406;325;40,6;5
5372;Croatia;Belarus;2019;J;0;18;13;31;5;406;325;40,6;5
5373;Croatia;Belarus;2019;T;0;18;13;31;5;406;325;40,6;5
5374;Croatia;Belarus;2007;J;0;145;0;145;5;406;325;40,6;5
5375;Croatia;Belarus;2017;J;5;50;33;83;5;406;325;40,6;5
5376;Croatia;Belarus;2017;T;0;50;33;83;5;406;325;40,6;5
5377;Croatia;Belgium;2016;J;0;130;51;181;11;986;1232;30,7142857142857;14
5378;Croatia;Belgium;2021;T;0;71;3;74;11;986;1232;30,7142857142857;14
5379;Croatia;Belgium;1998;J;0;122;0;122;11;986;1232;30,7142857142857;14
5380;Croatia;Belgium;2016;T;0;130;51;181;11;986;1232;30,7142857142857;14
5381;Croatia;Belgium;2013;J;0;71;0;71;11;986;1232;30,7142857142857;14
5382;Croatia;Belgium;2003;J;0;165;0;165;11;986;1232;30,7142857142857;14
5383;Croatia;Belgium;2002;J;0;33;0;33;11;986;1232;30,7142857142857;14
5384;Croatia;Belgium;1995;J;0;8;0;8;11;986;1232;30,7142857142857;14
5385;Croatia;Belgium;2017;T;5;108;255;363;11;986;1232;30,7142857142857;14
5386;Croatia;Belgium;2010;J;0;143;0;143;11;986;1232;30,7142857142857;14
5387;Croatia;Belgium;2017;J;0;108;255;363;11;986;1232;30,7142857142857;14
5388;Croatia;Belgium;1996;J;2;22;0;22;11;986;1232;30,7142857142857;14
5389;Croatia;Belgium;2021;J;0;71;3;74;11;986;1232;30,7142857142857;14
5390;Croatia;Belgium;1999;J;4;38;0;38;11;986;1232;30,7142857142857;14
5391;Croatia;Belgium;1993;J;0;3;0;3;11;986;1232;30,7142857142857;14
5392;Croatia;Belgium;2004;J;0;7;0;7;11;986;1232;30,7142857142857;14
5393;Croatia;Belgium;2000;J;0;2;0;2;11;986;1232;30,7142857142857;14
5394;Croatia;Bosnia and Herzegovina;2006;J;12;229;0;229;144;1044;1242;32,2777777777778;18
5395;Croatia;Bosnia and Herzegovina;2003;J;8;27;0;27;144;1044;1242;32,2777777777778;18
5396;Croatia;Bosnia and Herzegovina;2001;J;10;29;0;29;144;1044;1242;32,2777777777778;18
5397;Croatia;Bosnia and Herzegovina;2012;J;10;55;0;55;144;1044;1242;32,2777777777778;18
5398;Croatia;Bosnia and Herzegovina;2002;J;7;33;0;33;144;1044;1242;32,2777777777778;18
5399;Croatia;Bosnia and Herzegovina;1995;J;8;14;0;14;144;1044;1242;32,2777777777778;18
5400;Croatia;Bosnia and Herzegovina;2011;J;7;125;0;125;144;1044;1242;32,2777777777778;18
5401;Croatia;Bosnia and Herzegovina;2010;J;10;51;0;51;144;1044;1242;32,2777777777778;18
5402;Croatia;Bosnia and Herzegovina;1994;J;4;39;0;39;144;1044;1242;32,2777777777778;18
5403;Croatia;Bosnia and Herzegovina;1996;J;3;13;0;13;144;1044;1242;32,2777777777778;18
5404;Croatia;Bosnia and Herzegovina;2008;J;12;110;0;110;144;1044;1242;32,2777777777778;18
5405;Croatia;Bosnia and Herzegovina;1993;J;0;27;0;27;144;1044;1242;32,2777777777778;18
5406;Croatia;Bosnia and Herzegovina;2005;J;10;79;0;79;144;1044;1242;32,2777777777778;18
5407;Croatia;Bosnia and Herzegovina;1999;J;10;86;0;86;144;1044;1242;32,2777777777778;18
5408;Croatia;Bosnia and Herzegovina;2004;J;10;91;0;91;144;1044;1242;32,2777777777778;18
5409;Croatia;Bosnia and Herzegovina;1997;J;1;22;0;22;144;1044;1242;32,2777777777778;18
5410;Croatia;Bosnia and Herzegovina;2009;J;12;106;0;106;144;1044;1242;32,2777777777778;18
5411;Croatia;Bosnia and Herzegovina;2007;J;10;106;0;106;144;1044;1242;32,2777777777778;18
5412;Croatia;Bulgaria;2017;J;10;278;337;615;33;522;1415;41,6;5
5413;Croatia;Bulgaria;2017;T;8;278;337;615;33;522;1415;41,6;5
5414;Croatia;Bulgaria;2018;T;1;100;66;166;33;522;1415;41,6;5
5415;Croatia;Bulgaria;2007;J;6;157;0;157;33;522;1415;41,6;5
5416;Croatia;Bulgaria;2021;T;0;140;30;170;33;522;1415;41,6;5
5417;Croatia;Bulgaria;2021;J;0;140;30;170;33;522;1415;41,6;5
5418;Croatia;Bulgaria;2018;J;7;100;66;166;33;522;1415;41,6;5
5419;Croatia;Bulgaria;2016;J;0;127;180;307;33;522;1415;41,6;5
5420;Croatia;Bulgaria;2016;T;1;127;180;307;33;522;1415;41,6;5
5421;Croatia;Cyprus;1994;J;0;51;0;51;47;1392;1575;31,8947368421053;19
5422;Croatia;Cyprus;2017;J;0;36;32;68;47;1392;1575;31,8947368421053;19
5423;Croatia;Cyprus;2003;J;0;15;0;15;47;1392;1575;31,8947368421053;19
5424;Croatia;Cyprus;2021;T;0;50;44;94;47;1392;1575;31,8947368421053;19
5425;Croatia;Cyprus;2010;J;4;27;0;27;47;1392;1575;31,8947368421053;19
5426;Croatia;Cyprus;1995;J;1;79;0;79;47;1392;1575;31,8947368421053;19
5427;Croatia;Cyprus;2018;J;0;183;253;436;47;1392;1575;31,8947368421053;19
5428;Croatia;Cyprus;2021;J;0;50;44;94;47;1392;1575;31,8947368421053;19
5429;Croatia;Cyprus;2004;J;4;170;0;170;47;1392;1575;31,8947368421053;19
5430;Croatia;Cyprus;2017;T;0;36;32;68;47;1392;1575;31,8947368421053;19
5431;Croatia;Cyprus;2016;J;1;43;53;96;47;1392;1575;31,8947368421053;19
5432;Croatia;Cyprus;1993;J;0;17;0;17;47;1392;1575;31,8947368421053;19
5433;Croatia;Cyprus;1997;J;4;98;0;98;47;1392;1575;31,8947368421053;19
5434;Croatia;Cyprus;2019;J;0;77;32;109;47;1392;1575;31,8947368421053;19
5435;Croatia;Cyprus;2012;J;0;65;0;65;47;1392;1575;31,8947368421053;19
5436;Croatia;Cyprus;1998;J;4;37;0;37;47;1392;1575;31,8947368421053;19
5437;Croatia;Cyprus;2018;T;8;183;253;436;47;1392;1575;31,8947368421053;19
5438;Croatia;Cyprus;2000;J;3;8;0;8;47;1392;1575;31,8947368421053;19
5439;Croatia;Cyprus;1996;J;8;72;0;72;47;1392;1575;31,8947368421053;19
5440;Croatia;Cyprus;2016;T;0;43;53;96;47;1392;1575;31,8947368421053;19
5441;Croatia;Cyprus;2002;J;10;85;0;85;47;1392;1575;31,8947368421053;19
5442;Croatia;Cyprus;1999;J;0;2;0;2;47;1392;1575;31,8947368421053;19
5443;Croatia;Cyprus;2019;T;0;77;32;109;47;1392;1575;31,8947368421053;19
5444;Croatia;Cyprus;2005;J;0;46;0;46;47;1392;1575;31,8947368421053;19
5445;Croatia;Czech Republic;2018;T;5;66;215;281;26;348;479;42;3
5446;Croatia;Czech Republic;2016;T;0;41;0;41;26;348;479;42;3
5447;Croatia;Czech Republic;2018;J;4;66;215;281;26;348;479;42;3
5448;Croatia;Czech Republic;2016;J;10;41;0;41;26;348;479;42;3
5449;Croatia;Czech Republic;2019;T;0;150;7;157;26;348;479;42;3
5450;Croatia;Czech Republic;2019;J;7;150;7;157;26;348;479;42;3
5451;Croatia;Denmark;2010;J;2;149;0;149;29;1218;1869;34,3333333333333;18
5452;Croatia;Denmark;2018;J;0;38;188;226;29;1218;1869;34,3333333333333;18
5453;Croatia;Denmark;2018;T;2;38;188;226;29;1218;1869;34,3333333333333;18
5454;Croatia;Denmark;2017;T;0;69;8;77;29;1218;1869;34,3333333333333;18
5455;Croatia;Denmark;2000;J;0;195;0;195;29;1218;1869;34,3333333333333;18
5456;Croatia;Denmark;2012;J;0;21;0;21;29;1218;1869;34,3333333333333;18
5457;Croatia;Denmark;1993;J;0;9;0;9;29;1218;1869;34,3333333333333;18
5458;Croatia;Denmark;2009;J;0;74;0;74;29;1218;1869;34,3333333333333;18
5459;Croatia;Denmark;2005;J;0;125;0;125;29;1218;1869;34,3333333333333;18
5460;Croatia;Denmark;2019;T;0;69;51;120;29;1218;1869;34,3333333333333;18
5461;Croatia;Denmark;2008;J;0;60;0;60;29;1218;1869;34,3333333333333;18
5462;Croatia;Denmark;1997;J;0;25;0;25;29;1218;1869;34,3333333333333;18
5463;Croatia;Denmark;2001;J;12;177;0;177;29;1218;1869;34,3333333333333;18
5464;Croatia;Denmark;2013;J;10;281;0;281;29;1218;1869;34,3333333333333;18
5465;Croatia;Denmark;1999;J;0;71;0;71;29;1218;1869;34,3333333333333;18
5466;Croatia;Denmark;2017;J;3;69;8;77;29;1218;1869;34,3333333333333;18
5467;Croatia;Denmark;2011;J;0;134;0;134;29;1218;1869;34,3333333333333;18
5468;Croatia;Denmark;2006;J;0;26;0;26;29;1218;1869;34,3333333333333;18
5469;Croatia;Denmark;1995;J;0;92;0;92;29;1218;1869;34,3333333333333;18
5470;Croatia;Denmark;2019;J;0;69;51;120;29;1218;1869;34,3333333333333;18
5471;Croatia;Denmark;2002;J;0;7;0;7;29;1218;1869;34,3333333333333;18
5472;Croatia;Estonia;1999;J;0;90;0;90;20;986;1358;31,2;15
5473;Croatia;Estonia;1996;J;0;94;0;94;20;986;1358;31,2;15
5474;Croatia;Estonia;2018;J;0;143;102;245;20;986;1358;31,2;15
5475;Croatia;Estonia;2019;J;1;28;48;76;20;986;1358;31,2;15
5476;Croatia;Estonia;2018;T;0;143;102;245;20;986;1358;31,2;15
5477;Croatia;Estonia;2009;J;6;129;0;129;20;986;1358;31,2;15
5478;Croatia;Estonia;2019;T;0;28;48;76;20;986;1358;31,2;15
5479;Croatia;Estonia;2000;J;6;98;0;98;20;986;1358;31,2;15
5480;Croatia;Estonia;1994;J;0;2;0;2;20;986;1358;31,2;15
5481;Croatia;Estonia;1997;J;0;82;0;82;20;986;1358;31,2;15
5482;Croatia;Estonia;2001;J;2;198;0;198;20;986;1358;31,2;15
5483;Croatia;Estonia;2002;J;5;111;0;111;20;986;1358;31,2;15
5484;Croatia;Estonia;2013;J;0;19;0;19;20;986;1358;31,2;15
5485;Croatia;Estonia;1998;J;0;36;0;36;20;986;1358;31,2;15
5486;Croatia;Estonia;2011;J;0;44;0;44;20;986;1358;31,2;15
5487;Croatia;Estonia;2012;J;0;120;0;120;20;986;1358;31,2;15
5488;Croatia;Estonia;2003;J;0;14;0;14;20;986;1358;31,2;15
5489;Croatia;Finland;1998;J;0;22;0;22;16;928;923;33,9285714285714;14
5490;Croatia;Finland;2000;J;0;18;0;18;16;928;923;33,9285714285714;14
5491;Croatia;Finland;2002;J;0;24;0;24;16;928;923;33,9285714285714;14
5492;Croatia;Finland;1994;J;0;11;0;11;16;928;923;33,9285714285714;14
5493;Croatia;Finland;2011;J;0;57;0;57;16;928;923;33,9285714285714;14
5494;Croatia;Finland;2021;T;6;83;218;301;16;928;923;33,9285714285714;14
5495;Croatia;Finland;2018;T;0;23;23;46;16;928;923;33,9285714285714;14
5496;Croatia;Finland;2006;J;10;292;0;292;16;928;923;33,9285714285714;14
5497;Croatia;Finland;2013;J;0;13;0;13;16;928;923;33,9285714285714;14
5498;Croatia;Finland;2008;J;0;35;0;35;16;928;923;33,9285714285714;14
5499;Croatia;Finland;2007;J;0;53;0;53;16;928;923;33,9285714285714;14
5500;Croatia;Finland;2021;J;0;83;218;301;16;928;923;33,9285714285714;14
5501;Croatia;Finland;2009;J;0;22;0;22;16;928;923;33,9285714285714;14
5502;Croatia;Finland;2018;J;0;23;23;46;16;928;923;33,9285714285714;14
5503;Croatia;Finland;1996;J;0;9;0;9;16;928;923;33,9285714285714;14
5504;Croatia;Finland;1993;J;0;20;0;20;16;928;923;33,9285714285714;14
5505;Croatia;France;2016;J;8;148;109;257;61;1798;2286;33,6923076923077;26
5506;Croatia;France;2021;T;7;248;251;499;61;1798;2286;33,6923076923077;26
5507;Croatia;France;1994;J;0;74;0;74;61;1798;2286;33,6923076923077;26
5508;Croatia;France;2001;J;6;142;0;142;61;1798;2286;33,6923076923077;26
5509;Croatia;France;2019;T;0;67;38;105;61;1798;2286;33,6923076923077;26
5510;Croatia;France;2019;J;3;67;38;105;61;1798;2286;33,6923076923077;26
5511;Croatia;France;2018;T;0;114;59;173;61;1798;2286;33,6923076923077;26
5512;Croatia;France;2000;J;0;5;0;5;61;1798;2286;33,6923076923077;26
5513;Croatia;France;2007;J;0;19;0;19;61;1798;2286;33,6923076923077;26
5514;Croatia;France;2006;J;0;5;0;5;61;1798;2286;33,6923076923077;26
5515;Croatia;France;2011;J;6;82;0;82;61;1798;2286;33,6923076923077;26
5516;Croatia;France;2013;J;0;14;0;14;61;1798;2286;33,6923076923077;26
5517;Croatia;France;1993;J;8;121;0;121;61;1798;2286;33,6923076923077;26
5518;Croatia;France;1996;J;0;18;0;18;61;1798;2286;33,6923076923077;26
5519;Croatia;France;2016;T;2;148;109;257;61;1798;2286;33,6923076923077;26
5520;Croatia;France;1999;J;0;14;0;14;61;1798;2286;33,6923076923077;26
5521;Croatia;France;2018;J;6;114;59;173;61;1798;2286;33,6923076923077;26
5522;Croatia;France;2021;J;6;248;251;499;61;1798;2286;33,6923076923077;26
5523;Croatia;France;2008;J;0;47;0;47;61;1798;2286;33,6923076923077;26
5524;Croatia;France;2012;J;0;21;0;21;61;1798;2286;33,6923076923077;26
5525;Croatia;France;1997;J;0;95;0;95;61;1798;2286;33,6923076923077;26
5526;Croatia;France;1998;J;0;3;0;3;61;1798;2286;33,6923076923077;26
5527;Croatia;France;2017;T;3;45;90;135;61;1798;2286;33,6923076923077;26
5528;Croatia;France;2003;J;0;19;0;19;61;1798;2286;33,6923076923077;26
5529;Croatia;France;2005;J;0;11;0;11;61;1798;2286;33,6923076923077;26
5530;Croatia;France;2009;J;0;107;0;107;61;1798;2286;33,6923076923077;26
5531;Croatia;France;1995;J;3;94;0;94;61;1798;2286;33,6923076923077;26
5532;Croatia;France;2017;J;0;45;90;135;61;1798;2286;33,6923076923077;26
5533;Croatia;France;2002;J;0;104;0;104;61;1798;2286;33,6923076923077;26
5534;Croatia;France;2010;J;3;82;0;82;61;1798;2286;33,6923076923077;26
5535;Croatia;France;2004;J;0;40;0;40;61;1798;2286;33,6923076923077;26
5536;Croatia;Georgia;2013;J;0;50;0;50;9;406;580;41,3333333333333;6
5537;Croatia;Georgia;2010;J;7;136;0;136;9;406;580;41,3333333333333;6
5538;Croatia;Georgia;2008;J;0;83;0;83;9;406;580;41,3333333333333;6
5539;Croatia;Georgia;2016;T;0;80;24;104;9;406;580;41,3333333333333;6
5540;Croatia;Georgia;2007;J;2;97;0;97;9;406;580;41,3333333333333;6
5541;Croatia;Georgia;2011;J;0;110;0;110;9;406;580;41,3333333333333;6
5542;Croatia;Georgia;2016;J;0;80;24;104;9;406;580;41,3333333333333;6
5543;Croatia;Germany;1994;J;10;128;0;128;35;1740;1723;34,12;25
5544;Croatia;Germany;2004;J;1;93;0;93;35;1740;1723;34,12;25
5545;Croatia;Germany;2021;J;0;3;0;3;35;1740;1723;34,12;25
5546;Croatia;Germany;2016;T;0;1;10;11;35;1740;1723;34,12;25
5547;Croatia;Germany;2005;J;0;4;0;4;35;1740;1723;34,12;25
5548;Croatia;Germany;1995;J;0;1;0;1;35;1740;1723;34,12;25
5549;Croatia;Germany;2018;J;0;204;136;340;35;1740;1723;34,12;25
5550;Croatia;Germany;1998;J;0;86;0;86;35;1740;1723;34,12;25
5551;Croatia;Germany;1997;J;5;22;0;22;35;1740;1723;34,12;25
5552;Croatia;Germany;2018;T;3;204;136;340;35;1740;1723;34,12;25
5553;Croatia;Germany;2013;J;0;18;0;18;35;1740;1723;34,12;25
5554;Croatia;Germany;2019;J;0;24;0;24;35;1740;1723;34,12;25
5555;Croatia;Germany;2021;T;0;3;0;3;35;1740;1723;34,12;25
5556;Croatia;Germany;2003;J;0;53;0;53;35;1740;1723;34,12;25
5557;Croatia;Germany;2017;J;0;3;3;6;35;1740;1723;34,12;25
5558;Croatia;Germany;2010;J;6;246;0;246;35;1740;1723;34,12;25
5559;Croatia;Germany;2009;J;0;35;0;35;35;1740;1723;34,12;25
5560;Croatia;Germany;2007;J;0;49;0;49;35;1740;1723;34,12;25
